PM_fall_La,xcoordinat,ycoordinat,pmF7,pmF8,pmF9,pmF10,pmF11,no2F7,no2F8,no2F9,no2F10,no2F11,GroupCount,median_gas,median_tmp,median_dwp,median_rel,median_drc,median_skn,median_msl,median_vsb,median_fee,log_CalibN,Calib_NO2,StDist,HwDist,BsRtDist,TrkRtDist,BsDpDist,PortDist,RlydDist,WstProcDist,WtTrtDist,AportDist,RstrDist,StLength_50,HwLength_50,BsRtLength_50,TrkRtLength_50,AADT_50,TruckAADT_50,BldArea_50,RsdArea_50,RsdUnit_50,IndArea_50,ComArea_50,RecArea_50,CATS_50,Bnchmrk_50,TotalPopu_50,StLength_100,HwLength_100,BsRtLength_100,TrkRtLength_100,AADT_100,TruckAADT_100,BldArea_100,RsdArea_100,RsdUnit_100,IndArea_100,ComArea_100,RecArea_100,CATS_100,Bnchmrk_100,TotalPopu_100,StLength_250,HwLength_250,BsRtLength_250,TrkRtLength_250,AADT_250,TruckAADT_250,BldArea_250,RsdArea_250,RsdUnit_250,IndArea_250,ComArea_250,RecArea_250,CATS_250,Bnchmrk_250,TotalPopu_250,StLength_500,HwLength_500,BsRtLength_500,TrkRtLength_500,AADT_500,TruckAADT_500,BldArea_500,RsdArea_500,RsdUnit_500,IndArea_500,ComArea_500,RecArea_500,CATS_500,Bnchmrk_500,TotalPopu_500,StLength_1000,HwLength_1000,BsRtLength_1000,TrkRtLength_1000,AADT_1000,TruckAADT_1000,BldArea_1000,RsdArea_1000,RsdUnit_1000,IndArea_1000,ComArea_1000,RecArea_1000,CATS_1000,Bnchmrk_1000,TotalPopu_1000,BusDepot_50,Port_50,Railyard_50,WasteProc_50,WaterTreat_50,Airport_50,Restaurant_50,BusDepot_100,Port_100,Railyard_100,WasteProc_100,WaterTreat_100,Airport_100,Restaurant_100,BusDepot_250,Port_250,Railyard_250,WasteProc_250,WaterTreat_250,Airport_250,Restaurant_250,BusDepot_500,Port_500,Railyard_500,WasteProc_500,WaterTreat_500,Airport_500,Restaurant_500,BusDepot_1000,Port_1000,Railyard_1000,WasteProc_1000,WaterTreat_1000,Airport_1000,Restaurant_1000
"38842",1007467.410999999963678,237067.965800000005402,7.801102581000000,6.739748115000000,7.237782690000000,5.805090842000000,6.067054672000000,23.145828779999999,23.038925240000001,22.558499149999999,19.763448250000000,18.663536460000000,"47",443.000000000000000,21.111111111111100,8.277777777777780,44.087833333333307,276.833333333332973,5.641692000000000,102.002166666666994,16.100000000000001,21.111111111111100,2.333321000000000,10.312132000000000,1,1173.349928,1,1,1755.068393,1380.836488,338.1553604,1032.649239,1577.896835,3421.142275,148.1308581,896.3020825,0,789.7123192,477.8383945,"83200","5895","1373465","442978","939","929487","0","0","4",15377445.3,"5673",1810.710918,0,1351.254829,926.4080437,"95889","6729","2347900","1021222","1697","1320564","0","0","10",25447599.5,"5673",6015.654723,0,3846.130193,2453.307701,"251225","17844","6942725","3395195","4399","3402343","6915","165939","47",118459581.5,"16941",17072.17862,0,8631.616302,4348.381264,"329308","22491","19047538","12892957","14297","5879492","26935","2061471","155",569057275.4,"38951",56619.62525,0,21229.52444,9759.55784,"830720","55179","54700566","34570458","37766","19345509","659188","3317839","424",1851132648,"107114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","5","0","0","4","0","0","0","15"
"38844",1007467.410999999963678,237724.133799999981420,7.576167724000000,6.490255598000000,7.064237665000000,5.836997900000000,6.052028325000000,22.303101999999999,22.141040790000002,21.932493269999998,19.733931720000001,18.654229890000000,"21",369.000000000000000,17.162962962963000,4.388888888888890,42.765500000000003,340.000000000000000,5.075808000000000,101.581500000000005,16.100000000000001,17.162962962963000,2.449416400000000,11.581586000000000,1,1169.793846,1,1,1713.530701,1315.037151,451.8758388,1015.838478,1776.52821,3620.441482,49.0611582,628.4173751,0,236.2305826,211.2150679,"35508","2597","727471","603889","677","92435","0","0","9",2291867.8,"3324",1698.784548,0,692.3988317,433.5484445,"60694","5054","1680509","1194972","1422","423227","0","3900","16",19956029.4,"10693",5904.385022,0,2021.296923,1320.809902,"127614","8410","7055215","4554080","5545","2434052","0","233990","46",124230791.1,"15374",17477.37609,0,8169.190684,4050.992205,"352981","23756","18102318","11725077","13234","6122461","26935","634904","159",593817877.5,"43811",57864.77222,0,22081.71228,10879.04649,"986416","62866","56075179","35806444","38537","19480465","770316","3576807","395",1949365978,"104800","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","5","0","0","3","0","0","0","15"
"38845",1007467.410999999963678,238052.217800000013085,7.505551268000000,6.408147406000000,7.019029468000000,5.865745994000000,6.071991886000000,25.080181880000001,24.813565789999998,24.596149789999998,21.973398710000001,20.990329209999999,"13",368.000000000000000,22.777777777777800,10.387037037037000,57.229999999999997,233.500000000000000,5.658840000000000,101.358500000000006,16.100000000000001,22.777777777777800,2.368827800000000,10.684860000000000,1,1172.651915,1,1,1701.219794,1292.528329,528.3117059,1015.940955,1875.952993,3720.119309,1,717.6244023,0,264.5845266,211.7869154,"39817","2911","702862","554120","662","144645","0","6400","13",16735215.6,"6926",1534.286318,0,406.5981296,316.5753401,"57815","3928","2376481","2029414","2209","290685","0","9816","16",29725926.4,"9734",5504.872239,0,1760.897649,1097.263218,"92003","6954","6245009","4260770","4691","1912089","0","79868","39",113405962.7,"16521",17173.67349,0,8011.99258,4030.362181,"424593","28972","18116759","11485861","12789","6381955","34115","544745","146",574824445.9,"47783",58935.81574,0,22515.47196,11275.80381,"997990","63236","57359082","37072996","39860","19552517","697294","3442614","426",2158122863,"104727","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","3","0","0","0","15"
"38846",1007467.410999999963678,238380.301799999986542,7.313297981000000,6.202706929000000,6.875501162000000,5.891367354000000,6.029761279000000,21.898822350000000,21.668366939999999,21.494083570000001,19.453928319999999,18.479783350000002,"70",405.000000000000000,18.072222222222301,6.111111111111110,41.531999999999996,260.000000000000000,5.658840000000000,101.412833333332998,16.100000000000001,18.072222222222301,2.143017350000000,8.525391000000003,1,1178.336647,1,1,1694.730123,1277.472637,611.5838657,1022.263162,1975.435866,3819.813988,50.9392482,647.1749405,0,275.6595299,200.4150689,"36784","2678","498425","306191","363","191402","0","17266","6",21904541.6,"6926",1456.661271,0,444.0716476,304.5494817,"50822","3498","3108705","2802152","3067","304113","0","17266","16",43859889.9,"11004",5215.512914,0,1423.194825,945.0561977,"83475","6349","5850233","4638213","5055","1135077","0","136887","40",116237836.7,"18710",16987.77529,0,6849.753214,3410.838555,"431785","29465","18475933","11985471","13304","6349794","24415","602018","138",588109414,"47957",60065.75606,0,22855.93006,11449.29498,"997990","63236","58530677","38718248","41279","19091615","671697","3390590","445",2337805767,"111173","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","16"
"38847",1007467.410999999963678,238708.385799999989104,7.311856025000000,6.190988784000000,6.891736103000000,5.926497638000000,6.057902071000000,20.810413310000001,20.535693129999999,20.451077229999999,18.722994520000000,17.737138649999999,"222",316.000000000000000,22.574074074074101,13.848148148148100,58.268666666666697,35.500000000000000,1.543320000000000,102.413333333333014,16.100000000000001,22.574074074074101,1.617836850000000,5.042172150000000,1,1184.104499,14.77535593,16.28980371,1693.660837,1270.13514,699.2542258,1038.223483,2074.968476,3919.524233,150.9394514,701.3738581,0,229.9135163,141.9371724,"45690","3117","1451185","1306842","1413","144339","0","18252","8",35017232.4,"6964",1374.66448,0,407.9997201,277.5284851,"45690","3117","2950067","2735450","2938","213781","0","27396","16",51721710.6,"11641",5099.004741,0,1108.341692,702.2630271,"121463","9342","5293450","4684119","5066","567040","0","165090","42",102115385.3,"21170",16491.88893,0,6283.403085,3065.452429,"384048","26187","18645818","12292498","13613","6218109","110431","604396","146",642324989.1,"46530",61001.29927,0,23739.88429,12046.28205,"1058969","67077","61104920","40225338","42654","20187050","605246","3847098","486",2473194802,"112615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","19"
"38848",1007467.410999999963678,239036.469799999991665,7.439765559000000,6.309940866000000,6.987416753000000,5.934573412000000,6.138330519000000,19.441087589999999,19.145968650000000,19.233717639999998,17.967216659999998,17.042841750000001,"47",336.000000000000000,18.851851851851901,8.685185185185190,56.497999999999998,44.500000000000000,4.115520000000000,102.004333333332994,16.100000000000001,18.851851851851901,1.867139700000000,6.469764000000000,1,1190.430362,52.46239492,53.03949181,1694.128593,1269.391218,746.3834943,1063.388033,2174.543991,4019.248886,250.9396546,695.7137924,0,0,0,"13578","699","1478675","1377701","1508","100970","0","17730","10",27543855.8,"5787",1452.938168,0,313.2825372,219.8271806,"39060","2633","2071546","1873828","2019","194982","0","77771","18",51286923.6,"9879",5283.272363,0,1997.684408,1023.788699,"159104","10683","5966148","5306797","5634","619259","0","204017","37",157998647.5,"25282",16270.23383,0,6363.351238,3162.832401,"380361","26019","18756936","11574653","12392","7015036","194316","604396","133",666997590.1,"44686",61686.21869,0,24279.78061,12175.83713,"1091524","69192","61087922","38401635","41445","22043211","600041","4497985","503",2640855775,"112345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","21"
"39189",1007795.494999999995343,230834.369999999995343,8.134292675999999,7.269822715000000,7.417911672000000,6.506742963000000,7.118129464000000,19.575285390000001,20.281018270000001,20.258192330000000,19.505181850000000,18.392026880000000,"34",377.500000000000000,14.360082304526699,6.742798353909470,50.385500000000000,89.259259259259295,4.479915000000000,101.826499999999996,16.100000000000001,14.360082304526699,1.873548950000000,6.511383050000000,1,168.4989037,14.75108764,147.957009,1382.193052,571.5975041,420.364433,4.563862154,377.1451032,1520.924784,63.16779384,268.7831538,0,105.2223215,0,"0","0","604420","7182","9","300918","119931","0","0",26722361.2,"0",620.7338482,0,219.8112744,0,"0","0","967417","141590","183","512293","303902","0","2",134800511.2,"0",2641.597607,542.7351844,641.6139466,1157.503117,"942482","82281","3007902","215735","277","2432509","1975222","30135","8",161200058.9,"2",11255.73718,4426.925353,3465.977949,7806.688282,"1737543","167509","6164831","1582017","1548","4159350","2555881","9118006","24",237893895.2,"4045",32778.58901,10695.80068,10321.37859,17559.61377,"3257068","291252","16550186","7765973","8618","7877071","3414541","10871679","151",955206641,"26838","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","2","0","0","2","0","0","1","5","1","0","3","0","8","2","7","1","0","6"
"39190",1007795.494999999995343,231162.453999999997905,8.510203146000000,7.640001491000000,7.748880751000000,6.670597262000000,7.384158477000000,19.973307330000001,20.635912439999998,20.610854780000000,19.975782899999999,18.789052280000000,"36",373.500000000000000,10.642129629629601,-1.274074074074070,50.166833333333301,30.000000000000000,2.790837000000000,102.341666666666001,16.100000000000001,10.642129629629601,1.882943400000000,6.572838150000000,1,99.68269404,31.64543808,96.5513415,1365.718993,575.8906717,431.2045866,26.260339,324.6289037,1620.154825,62.28900276,480.0414411,0,83.68040983,0,"0","0","737418","188238","243","322088","115631","0","0",26722361.2,"0",1121.347088,68.99064762,237.2296341,68.99185443,"313138","23748","1163164","215735","277","617771","352356","0","3",134800511.2,"0",4033.997522,1909.307468,719.1676131,3228.836631,"1130382","101902","3361869","269253","336","2728113","2106853","36475","10",182291371.1,"1181",12305.99268,4545.838044,3435.833737,8675.25667,"1865430","179468","8337095","3384958","3533","4520493","2750959","9146756","35",296625571,"8649",33792.21214,11191.29452,10686.7936,18585.13688,"4260290","392401","19606682","10209763","10897","8469173","3510861","10914623","168",983133665.6,"30158","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","2","0","0","2","0","0","1","5","1","0","4","0","8","2","7","1","0","6"
"39192",1007795.494999999995343,231818.622000000003027,9.542973509999999,8.665826985000002,8.649016166999999,6.963402741000000,7.854930622000000,27.122918830000000,27.564749599999999,26.481888569999999,24.041728050000000,22.656974890000001,"45",395.000000000000000,8.481481481481479,-0.224074074074074,56.267666666666699,38.750000000000000,2.572200000000000,102.534999999999997,16.100000000000001,7.027222222222220,1.882395600000000,6.569223400000000,1,87.02730931,32.00791749,1,1354.285989,632.2384802,335.4336518,225.9072263,295.5586974,1818.868002,199.4752999,986.0389846,989.7237265,130.269062,1520.423891,"688114","56456","222376","95641","119","110611","7467","6340","2",3240053.1,"1181",1881.720074,1788.146283,250.6055536,2643.717504,"968169","84976","1748324","1277829","1115","428775","244074","80795","5",35837715.9,"1181",6136.768222,3584.194383,1237.664472,5800.493706,"1252689","114979","3551313","1617896","1536","1641668","872230","146756","15",220034716.7,"5732",15408.79587,5220.936699,3978.206657,9911.567777,"2051673","197374","10396489","4869585","5321","4951930","2886748","149281","73",358971606.8,"14907",37759.41335,11690.87954,11247.33489,19664.54123,"4341573","398434","23322717","12572037","13232","9744155","3799661","10985143","205",1180338235,"39578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","5","1","0","4","0","8","2","7","1","0","8"
"39193",1007795.494999999995343,232146.706000000005588,9.714894486000000,8.829441951000000,8.809322226000004,7.036447271000000,7.936392025000000,27.986572599999999,28.359024819999998,27.033684480000002,24.253943769999999,22.918067140000002,"40",403.500000000000000,15.000000000000000,7.269444444444440,56.676000000000002,151.250000000000000,5.007216000000000,102.381333333333004,16.100000000000001,15.000000000000000,2.188918250000000,8.926773000000003,1,157.8488665,1,1,1354.492559,681.0017128,243.2238794,325.8932824,302.7791078,1918.324923,296.1260405,1105.935405,947.3401311,212.7557513,1578.838553,"688114","56456","1201574","1097294","879","95330","8500","50660","3",22665677.5,"2144",1907.209035,1647.700876,326.2826003,2612.995191,"775977","64330","1480143","1255300","1070","202393","26467","84545","8",31759132.9,"4043",6444.317927,3888.514748,1478.446817,6318.562687,"1258934","115421","4105122","2209768","2426","1601025","742567","146756","27",270280293.2,"7185",17096.25461,5393.170726,4348.033307,10203.33422,"1753218","163950","11921697","6058200","6743","5235569","2879398","163898","101",412887627.9,"17881",39984.14,11748.74419,11343.09798,19964.09207,"3758517","352720","25639045","14517967","15327","10072597","3830270","11027551","222",1206642270,"43548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3","1","0","5","0","8","3","7","1","0","8"
"39194",1007795.494999999995343,232474.790000000008149,9.657881106000000,8.760782734999999,8.786752712000000,7.101160964000000,7.849522966000000,19.941815030000001,20.412021630000002,20.378694220000000,20.258679160000000,19.139607280000000,"68",407.500000000000000,10.000000000000000,-3.202777777777780,39.362000000000002,28.666666666666700,2.495034000000000,102.862666666666996,16.100000000000001,10.000000000000000,1.731178750000000,5.647307300000000,1,247.1280183,30.08269175,28.67406877,1359.919523,738.2394384,160.6239632,425.8859818,338.8524293,2017.835546,326.5785629,698.7821387,0,178.5443656,153.3782969,"44940","3605","1426798","1324168","1167","93680","8500","83160","8",42830351.9,"5732",1628.368958,890.5982782,754.2275883,1744.976882,"709649","58355","1685413","1495397","1386","167566","8500","83160","13",47441285,"5732",6376.227958,3839.972087,1783.625023,6223.849383,"1103620","98596","5182698","4046641","4261","1019270","349579","146756","45",174144002.5,"11861",18440.09759,5495.584946,4009.214791,10242.23279,"1749025","161823","12580879","6748251","7517","5197200","2433506","1734731","117",441849081.1,"22961",42642.29725,11231.07976,11562.11803,20314.62928,"3865291","369396","30287777","18356899","18872","10797418","3883740","11032184","252",1442513172,"51436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","6","0","8","3","8","1","0","8"
"39195",1007795.494999999995343,232802.874000000010710,9.094084113999999,8.178509230000000,8.361860928000000,7.117542084000000,7.460403129000000,23.196275579999998,23.534437890000000,23.427602419999999,22.801841639999999,21.760809920000000,"135",375.000000000000000,10.611111111111100,-1.685185185185190,42.251333333333299,222.000000000000000,3.935466000000000,102.409999999999997,16.100000000000001,10.611111111111100,1.879371600000000,6.549388400000000,1,254.7241732,1,1,1372.62967,793.7457864,111.5452414,525.8815348,397.450413,2117.3923,321.5007854,670.0515562,0,392.3126734,226.1966624,"26272","2392","1396790","1254979","1241","141811","700","32500","12",28018831.1,"7185",1179.460274,0,602.6124473,330.9392194,"26272","2392","2228070","1963602","1994","239553","41700","32500","20",101090098.3,"7185",6279.388694,2969.038685,2026.36819,5329.46223,"923188","78948","5654061","4674265","4954","864017","253475","88185","57",181540462.1,"15550",19032.73567,5533.437297,3703.57395,10127.47223,"1761604","162510","13095613","7823429","8617","4734756","1724983","1781356","128",531530747.8,"25592",45443.07823,10189.52658,11953.12907,20210.22914,"3839801","366796","32606436","19648787","20622","11734869","3894060","11047359","280",1535577711,"55105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","5","0","8","3","8","1","0","9"
"39198",1007795.494999999995343,233787.125900000013644,8.073340662000000,7.113740683000000,7.555509035000000,6.894365342000000,7.022066839000000,20.397126730000000,20.656171120000000,20.630799419999999,20.349416699999999,19.452391960000000,"72",364.500000000000000,11.148148148148101,-0.611111111111112,44.240000000000002,230.000000000000000,2.083482000000000,102.368666666666996,16.100000000000001,11.148148148148101,2.043548550000000,7.720709700000000,1,408.6159106,48.66468181,183.6030999,1452.000677,974.4922324,213.8392262,797.1934712,638.2827508,2416.282285,301.2703623,653.9056387,0,22.65833486,0,"27614","2028","932973","900617","994","23951","0","0","10",37509249.5,"7106",1438.400092,0,295.7195483,0,"27614","2028","1810694","1512626","1702","285173","0","56833","19",64023558.2,"9812",4780.716465,0,1431.7752,350.4864636,"91155","6658","4578990","3633934","4303","865104","33200","1627473","63",195642413.3,"20302",16884.6722,3811.574124,3743.904754,7126.024593,"1074468","93310","13041206","9869643","10561","2671427","275089","1776277","152",523310868.2,"32977",54710.95072,9464.071405,16640.06476,23487.5911,"3432671","328888","42327970","25566493","27664","15266786","3910270","11375202","346",1683840377,"75098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","2","0","3","4","6","1","0","13"
